[2026-04-23T18:56:08.900Z] GET http://localhost:3000/auth/login → 200 (223ms, ?B)
[2026-04-23T19:15:48.707Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10mygs7._.js → 200 (100ms, 289B)
[2026-04-23T19:15:48.809Z] GET http://localhost:3000/__nextjs_font/geist-latin.woff2 → 200 (?ms, ?B)
[2026-04-23T19:15:48.870Z] GET http://localhost:3000/api/admin/applications → pending (?ms, ?B)
[2026-04-23T19:17:11.843Z] GET http://localhost:3000/admin/postulaciones → 200 (80ms, 22656B)
[2026-04-23T19:17:11.933Z] GET http://localhost:3000/_next/static/media/e8f2fbee2754df70-s.p.0fzkl03jw-sdz.woff2 → 200 (?ms, ?B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__0q_9jdy._.css → 304 (1ms, ?B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10z625~._.js → 200 (2ms, 675B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_0553esy.js → 200 (63ms, 746646B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_058-ah~._.js → 200 (64ms, 1057980B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_0p3wegg._.js → 200 (25ms, 174634B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_0rpq4pf._.js → 200 (28ms, 144344B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js → 200 (69ms, 742815B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js → 200 (47ms, 246103B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_0-4ujiy._.js → 200 (41ms, 1984B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/_0rqeker._.js → 200 (43ms, 756B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/turbopack-_0p44nws._.js → 200 (50ms, 92351B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/node_modules_0m7pi5w._.js → 200 (64ms, 345089B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/src_components_ui_sonner_tsx_0xbt7ar._.js → 200 (47ms, 8498B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/src_app_layout_tsx_004glpo._.js → 200 (47ms, 363B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/node_modules_0u-g930._.js → 200 (56ms, 192830B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/src_0ktpwnt._.js → 200 (50ms, 16218B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_layout_tsx_090xhm~._.js → 200 (49ms, 286B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/node_modules_06nwk~-._.js → 200 (65ms, 239870B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/src_07gu~8y._.js → 200 (58ms, 88278B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_postulaciones_page_tsx_0cjl1om._.js → 200 (54ms, 286B)
[2026-04-23T19:17:11.937Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_090xhm~.js → 200 (54ms, 212B)
[2026-04-23T19:17:12.026Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_0yjw1oe._.js → 200 (120ms, 15615B)
[2026-04-23T19:17:12.026Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10mygs7._.js → 200 (120ms, 289B)
[2026-04-23T19:17:12.151Z] GET http://localhost:3000/__nextjs_font/geist-latin.woff2 → 200 (?ms, ?B)
[2026-04-23T19:17:12.227Z] GET http://localhost:3000/api/admin/applications → pending (?ms, ?B)
[2026-04-23T19:17:19.592Z] PATCH http://localhost:3000/api/admin/applications → pending (?ms, ?B)
[2026-04-23T19:17:59.065Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:17:59.214Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:17:59.350Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:17:59.483Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:17:59.632Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:17:59.766Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:17:59.898Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:17:59.904Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:17:59.908Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:17:59.912Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:17:59.915Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:23:47.529Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → pending (?ms, ?B)
[2026-04-23T19:23:47.565Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__0q_9jdy._.css → pending (?ms, ?B)
[2026-04-23T19:23:48.055Z] POST http://localhost:3000/__nextjs_original-stack-frames → 200 (11ms, 12147B)
[2026-04-23T19:23:48.056Z] GET http://localhost:3000/__nextjs_font/geist-mono-latin.woff2 → 200 (24ms, 31288B)
[2026-04-23T19:24:06.584Z] GET http://localhost:3000/admin/postulaciones → pending (?ms, ?B)
[2026-04-23T19:24:06.650Z] GET http://localhost:3000/admin/postulaciones → pending (?ms, ?B)
[2026-04-23T19:24:06.785Z] GET http://localhost:3000/admin/postulaciones → pending (?ms, ?B)
[2026-04-23T19:24:07.915Z] GET http://localhost:3000/api/admin/applications → pending (?ms, ?B)
[2026-04-23T19:24:07.925Z] GET http://localhost:3000/_next/image?url=%2Flogo-mf.png&w=128&q=75 → pending (?ms, ?B)
[2026-04-23T19:24:09.232Z] GET http://localhost:3000/_next/static/media/e8f2fbee2754df70-s.p.0fzkl03jw-sdz.woff2 → 200 (1ms, ?B)
[2026-04-23T19:24:09.234Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__0q_9jdy._.css → 304 (78ms, ?B)
[2026-04-23T19:24:09.289Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10z625~._.js → 200 (49ms, 675B)
[2026-04-23T19:24:09.289Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_0553esy.js → 200 (101ms, 746646B)
[2026-04-23T19:24:09.290Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_058-ah~._.js → 200 (72ms, 1057980B)
[2026-04-23T19:24:09.290Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_0p3wegg._.js → 200 (50ms, 174634B)
[2026-04-23T19:24:09.290Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_0rpq4pf._.js → 200 (62ms, 144344B)
[2026-04-23T19:24:09.290Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js → 200 (106ms, 742815B)
[2026-04-23T19:24:09.290Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js → 200 (105ms, 246103B)
[2026-04-23T19:24:09.291Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_0-4ujiy._.js → 200 (103ms, 1984B)
[2026-04-23T19:24:09.291Z] GET http://localhost:3000/_next/static/chunks/_0rqeker._.js → 200 (101ms, 756B)
[2026-04-23T19:24:09.291Z] GET http://localhost:3000/_next/static/chunks/turbopack-_0p44nws._.js → 200 (104ms, 92351B)
[2026-04-23T19:24:09.291Z] GET http://localhost:3000/_next/static/chunks/node_modules_0m7pi5w._.js → 200 (128ms, 345089B)
[2026-04-23T19:24:09.291Z] GET http://localhost:3000/_next/static/chunks/src_components_ui_sonner_tsx_0xbt7ar._.js → 200 (125ms, 8498B)
[2026-04-23T19:24:09.291Z] GET http://localhost:3000/_next/static/chunks/src_app_layout_tsx_004glpo._.js → 200 (128ms, 363B)
[2026-04-23T19:24:09.291Z] GET http://localhost:3000/_next/static/chunks/node_modules_02h5rg4._.js → 200 (275ms, 333632B)
[2026-04-23T19:24:09.291Z] GET http://localhost:3000/_next/static/chunks/src_0ktpwnt._.js → 200 (272ms, 14083B)
[2026-04-23T19:24:09.291Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_layout_tsx_090xhm~._.js → 200 (271ms, 286B)
[2026-04-23T19:24:09.291Z] GET http://localhost:3000/_next/static/chunks/node_modules_06nwk~-._.js → 200 (271ms, 239870B)
[2026-04-23T19:24:09.292Z] GET http://localhost:3000/_next/static/chunks/src_07gu~8y._.js → 200 (272ms, 88240B)
[2026-04-23T19:24:09.292Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_postulaciones_page_tsx_12p5-4e._.js → 200 (272ms, 286B)
[2026-04-23T19:24:09.292Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_090xhm~.js → 200 (271ms, 212B)
[2026-04-23T19:24:09.317Z] GET http://localhost:3000/_next/image?url=%2Flogo-mf.png&w=128&q=75 → 200 (150ms, 2736B)
[2026-04-23T19:24:09.414Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_0yjw1oe._.js → 200 (151ms, 15615B)
[2026-04-23T19:24:09.414Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10mygs7._.js → 200 (151ms, 289B)
[2026-04-23T19:24:09.541Z] GET http://localhost:3000/__nextjs_font/geist-latin.woff2 → 200 (?ms, ?B)
[2026-04-23T19:24:09.541Z] GET http://localhost:3000/__nextjs_font/geist-mono-latin.woff2 → 200 (1ms, ?B)
[2026-04-23T19:24:09.665Z] GET http://localhost:3000/api/admin/applications → pending (?ms, ?B)
[2026-04-23T19:24:09.917Z] POST http://localhost:3000/__nextjs_original-stack-frames → 200 (14ms, 10591B)
[2026-04-23T19:24:19.570Z] GET http://localhost:3000/admin/postulaciones → pending (?ms, ?B)
[2026-04-23T19:24:20.133Z] GET http://localhost:3000/_next/static/media/e8f2fbee2754df70-s.p.0fzkl03jw-sdz.woff2 → 200 (1ms, ?B)
[2026-04-23T19:24:20.135Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__0q_9jdy._.css → 304 (65ms, ?B)
[2026-04-23T19:24:20.172Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10z625~._.js → 304 (53ms, ?B)
[2026-04-23T19:24:20.172Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_0553esy.js → 304 (33ms, ?B)
[2026-04-23T19:24:20.173Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_058-ah~._.js → 304 (47ms, ?B)
[2026-04-23T19:24:20.173Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_0p3wegg._.js → 304 (51ms, ?B)
[2026-04-23T19:24:20.175Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_0rpq4pf._.js → 304 (51ms, ?B)
[2026-04-23T19:24:20.175Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js → 304 (60ms, ?B)
[2026-04-23T19:24:20.176Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js → 304 (62ms, ?B)
[2026-04-23T19:24:20.176Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_0-4ujiy._.js → 304 (63ms, ?B)
[2026-04-23T19:24:20.176Z] GET http://localhost:3000/_next/static/chunks/_0rqeker._.js → 304 (63ms, ?B)
[2026-04-23T19:24:20.176Z] GET http://localhost:3000/_next/static/chunks/turbopack-_0p44nws._.js → 304 (63ms, ?B)
[2026-04-23T19:24:20.176Z] GET http://localhost:3000/_next/static/chunks/node_modules_0m7pi5w._.js → 304 (70ms, ?B)
[2026-04-23T19:24:20.176Z] GET http://localhost:3000/_next/static/chunks/src_components_ui_sonner_tsx_0xbt7ar._.js → 304 (71ms, ?B)
[2026-04-23T19:24:20.176Z] GET http://localhost:3000/_next/static/chunks/src_app_layout_tsx_004glpo._.js → 304 (115ms, ?B)
[2026-04-23T19:24:20.176Z] GET http://localhost:3000/_next/static/chunks/node_modules_02h5rg4._.js → 304 (118ms, ?B)
[2026-04-23T19:24:20.176Z] GET http://localhost:3000/_next/static/chunks/src_0ktpwnt._.js → 304 (119ms, ?B)
[2026-04-23T19:24:20.176Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_layout_tsx_090xhm~._.js → 304 (119ms, ?B)
[2026-04-23T19:24:20.176Z] GET http://localhost:3000/_next/static/chunks/node_modules_06nwk~-._.js → 304 (120ms, ?B)
[2026-04-23T19:24:20.176Z] GET http://localhost:3000/_next/static/chunks/src_07gu~8y._.js → 304 (120ms, ?B)
[2026-04-23T19:24:20.176Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_postulaciones_page_tsx_12p5-4e._.js → 304 (121ms, ?B)
[2026-04-23T19:24:20.176Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_090xhm~.js → 304 (124ms, ?B)
[2026-04-23T19:24:20.276Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_0yjw1oe._.js → 304 (32ms, ?B)
[2026-04-23T19:24:20.276Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10mygs7._.js → 304 (32ms, ?B)
[2026-04-23T19:24:20.284Z] GET http://localhost:3000/_next/image?url=%2Flogo-mf.png&w=128&q=75 → 304 (23ms, ?B)
[2026-04-23T19:24:20.314Z] GET http://localhost:3000/__nextjs_font/geist-latin.woff2 → 200 (?ms, ?B)
[2026-04-23T19:24:20.314Z] GET http://localhost:3000/__nextjs_font/geist-mono-latin.woff2 → 200 (1ms, ?B)
[2026-04-23T19:24:20.422Z] GET http://localhost:3000/api/admin/applications → pending (?ms, ?B)
[2026-04-23T19:24:21.188Z] POST http://localhost:3000/__nextjs_original-stack-frames → 200 (11ms, 10591B)
[2026-04-23T19:24:26.572Z] GET http://localhost:3000/admin/postulaciones → pending (?ms, ?B)
[2026-04-23T19:24:27.453Z] GET http://localhost:3000/_next/static/media/e8f2fbee2754df70-s.p.0fzkl03jw-sdz.woff2 → 200 (1ms, ?B)
[2026-04-23T19:24:27.454Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__0q_9jdy._.css → 304 (16ms, ?B)
[2026-04-23T19:24:27.459Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10z625~._.js → 304 (19ms, ?B)
[2026-04-23T19:24:27.459Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_0553esy.js → 304 (20ms, ?B)
[2026-04-23T19:24:27.462Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_058-ah~._.js → 304 (19ms, ?B)
[2026-04-23T19:24:27.462Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_0p3wegg._.js → 304 (19ms, ?B)
[2026-04-23T19:24:27.462Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_0rpq4pf._.js → 304 (25ms, ?B)
[2026-04-23T19:24:27.462Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js → 304 (25ms, ?B)
[2026-04-23T19:24:27.462Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js → 304 (29ms, ?B)
[2026-04-23T19:24:27.462Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_0-4ujiy._.js → 304 (35ms, ?B)
[2026-04-23T19:24:27.462Z] GET http://localhost:3000/_next/static/chunks/_0rqeker._.js → 304 (29ms, ?B)
[2026-04-23T19:24:27.462Z] GET http://localhost:3000/_next/static/chunks/turbopack-_0p44nws._.js → 304 (31ms, ?B)
[2026-04-23T19:24:27.463Z] GET http://localhost:3000/_next/static/chunks/node_modules_0m7pi5w._.js → 304 (35ms, ?B)
[2026-04-23T19:24:27.463Z] GET http://localhost:3000/_next/static/chunks/src_components_ui_sonner_tsx_0xbt7ar._.js → 304 (56ms, ?B)
[2026-04-23T19:24:27.463Z] GET http://localhost:3000/_next/static/chunks/src_app_layout_tsx_004glpo._.js → 304 (59ms, ?B)
[2026-04-23T19:24:27.463Z] GET http://localhost:3000/_next/static/chunks/node_modules_02h5rg4._.js → 304 (59ms, ?B)
[2026-04-23T19:24:27.463Z] GET http://localhost:3000/_next/static/chunks/src_0ktpwnt._.js → 304 (60ms, ?B)
[2026-04-23T19:24:27.463Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_layout_tsx_090xhm~._.js → 304 (63ms, ?B)
[2026-04-23T19:24:27.464Z] GET http://localhost:3000/_next/static/chunks/node_modules_06nwk~-._.js → 304 (62ms, ?B)
[2026-04-23T19:24:27.464Z] GET http://localhost:3000/_next/static/chunks/src_07gu~8y._.js → 304 (68ms, ?B)
[2026-04-23T19:24:27.464Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_postulaciones_page_tsx_12p5-4e._.js → 304 (69ms, ?B)
[2026-04-23T19:24:27.464Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_090xhm~.js → 304 (72ms, ?B)
[2026-04-23T19:24:27.478Z] GET http://localhost:3000/_next/image?url=%2Flogo-mf.png&w=128&q=75 → 304 (68ms, ?B)
[2026-04-23T19:24:27.515Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_0yjw1oe._.js → 304 (35ms, ?B)
[2026-04-23T19:24:27.515Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10mygs7._.js → 304 (36ms, ?B)
[2026-04-23T19:24:27.545Z] GET http://localhost:3000/__nextjs_font/geist-latin.woff2 → 200 (1ms, ?B)
[2026-04-23T19:24:27.546Z] GET http://localhost:3000/__nextjs_font/geist-mono-latin.woff2 → 200 (?ms, ?B)
[2026-04-23T19:24:27.604Z] GET http://localhost:3000/api/admin/applications → pending (?ms, ?B)
[2026-04-23T19:24:28.171Z] GET http://localhost:3000/admin/postulaciones?_rsc=1uvwy → 200 (307ms, 10788B)
[2026-04-23T19:24:28.180Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__0q_9jdy._.css → 200 (593ms, 75249B)
[2026-04-23T19:25:07.475Z] GET http://localhost:3000/admin/postulaciones → 200 (250ms, 22723B)
[2026-04-23T19:25:07.737Z] GET http://localhost:3000/_next/static/media/e8f2fbee2754df70-s.p.0fzkl03jw-sdz.woff2 → 200 (?ms, ?B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/%5Broot-of-the-server%5D__0q_9jdy._.css → 304 (1ms, ?B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10z625~._.js → 200 (5ms, 675B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_next-devtools_index_0553esy.js → 200 (65ms, 746646B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-dom_058-ah~._.js → 200 (61ms, 1057980B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_react-server-dom-turbopack_0p3wegg._.js → 200 (25ms, 174634B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_compiled_0rpq4pf._.js → 200 (27ms, 144344B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_0fhqo1d._.js → 200 (61ms, 742815B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_115brz8._.js → 200 (35ms, 246103B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/node_modules_%40swc_helpers_cjs_0-4ujiy._.js → 200 (56ms, 1984B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/_0rqeker._.js → 200 (56ms, 756B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/turbopack-_0p44nws._.js → 200 (60ms, 92351B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/node_modules_0m7pi5w._.js → 200 (63ms, 345089B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/src_components_ui_sonner_tsx_0xbt7ar._.js → 200 (59ms, 8498B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/src_app_layout_tsx_004glpo._.js → 200 (60ms, 363B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/node_modules_02h5rg4._.js → 200 (65ms, 333632B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/src_0ktpwnt._.js → 200 (61ms, 14083B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_layout_tsx_090xhm~._.js → 200 (60ms, 286B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/node_modules_06nwk~-._.js → 200 (62ms, 239870B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/src_07gu~8y._.js → 200 (66ms, 84863B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/src_app_admin_postulaciones_page_tsx_12p5-4e._.js → 200 (61ms, 286B)
[2026-04-23T19:25:07.740Z] GET http://localhost:3000/_next/static/chunks/node_modules_next_dist_client_components_builtin_global-error_090xhm~.js → 200 (63ms, 212B)
[2026-04-23T19:25:07.745Z] GET http://localhost:3000/_next/image?url=%2Flogo-mf.png&w=128&q=75 → 304 (54ms, ?B)
[2026-04-23T19:25:07.829Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_0yjw1oe._.js → 200 (116ms, 15615B)
[2026-04-23T19:25:07.829Z] GET http://localhost:3000/_next/static/chunks/%5Bturbopack%5D_browser_dev_hmr-client_hmr-client_ts_10mygs7._.js → 200 (117ms, 289B)
[2026-04-23T19:25:07.942Z] GET http://localhost:3000/__nextjs_font/geist-latin.woff2 → 200 (1ms, ?B)
[2026-04-23T19:25:07.943Z] GET http://localhost:3000/__nextjs_font/geist-mono-latin.woff2 → 200 (2ms, ?B)
[2026-04-23T19:25:08.001Z] GET http://localhost:3000/api/admin/applications → pending (?ms, ?B)
